Role,word,frequency,compound
reviewer,refinement,649,0.3818
reviewer,reveals,1187,0.2023
reviewer,attractive,567,0.5267
reviewer,exploit,204,-0.5859
reviewer,experienced,482,0.3818
reviewer,refined,500,0.5267
reviewer,favorable,411,0.5859
reviewer,unfortunate,301,-0.5859
reviewer,severely,322,-0.6369
reviewer,trap,723,-0.5859
reviewer,speculative,1204,-0.29600000000000004
reviewer,regret,107,-0.5859
reviewer,impairment,296,-0.5859
reviewer,resistance,3524,-0.29600000000000004
reviewer,stained,505,-0.5859
reviewer,starvation,309,-0.6808
reviewer,purified,1011,0.5267
reviewer,viable,554,0.3818
reviewer,stringency,66,-0.29600000000000004
reviewer,oversight,113,-0.3818
reviewer,destructive,101,-0.6369
reviewer,useless,125,-0.6369
reviewer,contradict,388,-0.3818
reviewer,stain,450,-0.5859
reviewer,perturb,135,-0.5267
reviewer,friendly,187,0.5859
reviewer,relaxation,1208,0.5267
reviewer,collapse,477,-0.6369
reviewer,integral,353,0.5859
reviewer,judgment,108,-0.29600000000000004
reviewer,gratuitous,16,-0.5859
reviewer,motivates,64,0.5267
reviewer,advise,235,0.3818
reviewer,mistakes,572,-0.5267
reviewer,repulsive,127,-0.6597
reviewer,attraction,181,0.5267
reviewer,repulsion,177,-0.6369
reviewer,doubt,1199,-0.3818
reviewer,amenable,127,0.3818
reviewer,persist,287,0.3818
reviewer,correcting,271,-0.2023
reviewer,invited,67,0.5267
reviewer,advice,432,0.3818
reviewer,prefer,730,0.29600000000000004
reviewer,willing,176,0.3818
reviewer,perturbed,256,-0.5267
reviewer,hoped,72,0.3818
reviewer,survive,376,0.2023
reviewer,worry,273,-0.5267
reviewer,caution,510,-0.29600000000000004
reviewer,insensitive,274,-0.6369
reviewer,preferred,928,0.29600000000000004
reviewer,suppressed,631,-0.5859
reviewer,defect,1712,-0.6369
reviewer,congratulated,86,0.6369
reviewer,creative,152,0.5859
reviewer,outstanding,710,0.6369
reviewer,spectacular,75,0.6369
reviewer,perfect,761,0.6369
reviewer,disturb,51,-0.5859
reviewer,sin,117,-0.6369
reviewer,beautifully,169,0.6369
reviewer,overcoming,92,0.5859
reviewer,naively,86,-0.3818
reviewer,classic,494,0.5859
reviewer,pursuit,177,0.3818
reviewer,pleasant,48,0.5859
reviewer,guarantee,285,0.3818
reviewer,sham,275,-0.6369
reviewer,shock,643,-0.6369
reviewer,enjoyed,497,0.5859
reviewer,assist,184,0.3818
reviewer,confuse,257,-0.3818
reviewer,integrative,197,0.3818
reviewer,stimulation,3126,0.29600000000000004
reviewer,disadvantage,139,-0.5859
reviewer,paucity,71,-0.5859
reviewer,appreciated,1108,0.5859
reviewer,challenge,1507,0.2023
reviewer,enthusiasms,4,0.5859
reviewer,prepared,1122,0.3818
reviewer,inability,254,-0.5859
reviewer,alleged,34,-0.3818
reviewer,dire,13,-0.6369
reviewer,approved,240,0.5267
reviewer,obstacle,89,-0.5267
reviewer,efficacious,40,0.5859
reviewer,incompatible,189,-0.5267
reviewer,undesirable,80,-0.6369
reviewer,overstated,508,-0.5267
reviewer,failure,1227,-0.6369
reviewer,deficiencies,181,-0.6369
reviewer,reconsidered,154,-0.2023
reviewer,terrible,33,-0.6808
reviewer,imprecise,217,-0.5267
reviewer,rejuvenation,66,0.5859
reviewer,depleted,1047,-0.6369
reviewer,buoyant,44,0.5859
reviewer,preservation,260,0.3818
reviewer,controversial,396,-0.3818
reviewer,impression,1275,0.2023
reviewer,renewed,45,0.3818
reviewer,confinement,416,-0.6369
reviewer,trapped,589,-0.6369
reviewer,impurity,200,-0.5859
reviewer,strange,922,-0.3818
reviewer,sharpness,35,-0.2023
reviewer,frustrated,140,-0.5859
reviewer,flexibility,623,0.3818
reviewer,weakened,199,-0.5267
reviewer,inactive,720,-0.3818
reviewer,inescapable,7,-0.5267
reviewer,deserve,453,0.29600000000000004
reviewer,contributed,522,0.5267
reviewer,anticipated,252,0.3818
reviewer,doped,645,-0.5267
reviewer,defects,2414,-0.6369
reviewer,losses,702,-0.6369
reviewer,valued,90,0.5267
reviewer,contributing,727,0.3818
reviewer,care,1516,0.5267
reviewer,monotonous,18,-0.5859
reviewer,shalom,3,0.5859
reviewer,doubtful,161,-0.5267
reviewer,cautious,327,0.2023
reviewer,surprised,970,0.3818
reviewer,inconsistency,399,-0.5267
reviewer,catastrophe,31,-0.6808
reviewer,spite,251,-0.6369
reviewer,grievance,2,-0.5859
reviewer,avoidance,159,-0.5267
reviewer,avoiding,326,-0.3818
reviewer,wary,27,-0.5267
reviewer,restrictive,82,-0.5267
reviewer,steady,1297,0.29600000000000004
reviewer,annihilation,124,-0.6808
reviewer,guiding,142,0.5267
reviewer,repelled,8,-0.6369
reviewer,contaminating,88,-0.6369
reviewer,abundant,997,0.5859
reviewer,predictable,204,-0.29600000000000004
reviewer,recovered,518,0.3818
reviewer,synergy,197,0.3818
reviewer,resistant,1175,-0.29600000000000004
reviewer,competent,249,0.5267
reviewer,prospect,75,0.3818
reviewer,contaminated,223,-0.6369
reviewer,superficial,579,-0.5859
reviewer,contaminate,36,-0.6369
reviewer,sharply,90,-0.5267
reviewer,synergistic,377,0.5859
reviewer,applauded,36,0.6369
reviewer,alarming,36,-0.6369
reviewer,purged,10,-0.6369
reviewer,underestimate,191,-0.5267
reviewer,disagreements,38,-0.29600000000000004
reviewer,companion,92,0.5267
reviewer,excuse,55,-0.3818
reviewer,relegated,100,-0.5859
reviewer,idealized,104,0.5267
reviewer,volatile,300,-0.5859
reviewer,inspired,248,0.6369
reviewer,vision,459,0.3818
reviewer,rigid,437,-0.5859
reviewer,fabricated,414,-0.6369
reviewer,admit,398,-0.2023
reviewer,trouble,204,-0.5267
reviewer,intricate,75,0.29600000000000004
reviewer,satisfy,276,0.5267
reviewer,devoted,226,0.6369
reviewer,cute,11,0.5267
reviewer,compliment,43,0.5859
reviewer,eliminating,164,-0.5267
reviewer,endeavor,55,0.3818
reviewer,booster,39,0.29600000000000004
reviewer,escape,570,-0.2023
reviewer,boosting,87,0.3818
reviewer,simplifying,143,0.2023
reviewer,impressively,116,0.5859
reviewer,crisp,39,0.3818
reviewer,intuition,342,0.2023
reviewer,inhibitory,1281,-0.3818
reviewer,manipulating,200,-0.6369
reviewer,achievable,185,0.3818
reviewer,firing,1294,-0.6369
reviewer,sacrifice,46,-0.3818
reviewer,weakens,164,-0.5267
reviewer,gently,23,0.29600000000000004
reviewer,overlook,61,-0.3818
reviewer,alleviate,185,0.5267
reviewer,nervous,285,-0.5267
reviewer,fruitful,72,0.5859
reviewer,painstaking,11,0.5267
reviewer,justifying,171,0.2023
reviewer,aberration,90,-0.5859
reviewer,flawed,285,-0.5859
reviewer,attainable,34,0.3818
reviewer,disadvantages,169,-0.5859
reviewer,surprisingly,776,0.3818
reviewer,grateful,340,0.6369
reviewer,novelties,95,0.29600000000000004
reviewer,conservative,468,-0.2023
reviewer,tractable,98,0.3818
reviewer,precious,53,0.5859
reviewer,gains,300,0.3818
reviewer,reminding,42,0.2023
reviewer,rigidity,162,-0.5859
reviewer,discourages,2,-0.5859
reviewer,gentler,5,0.3818
reviewer,confined,537,-0.5267
reviewer,credited,31,0.3818
reviewer,strides,14,0.5267
reviewer,fails,536,-0.6369
reviewer,intense,354,0.29600000000000004
reviewer,tolerable,11,0.29600000000000004
reviewer,revolution,40,0.3818
reviewer,competitiveness,36,0.3818
reviewer,hopeful,18,0.5859
reviewer,severity,472,-0.5859
reviewer,unqualified,8,-0.6369
reviewer,intriguing,1433,0.5267
reviewer,critics,55,-0.3818
reviewer,delusive,1,-0.6369
reviewer,kindly,132,0.3818
reviewer,afraid,328,-0.5859
reviewer,mislead,161,-0.5859
reviewer,concluding,469,0.2023
reviewer,vulnerable,196,-0.3818
reviewer,educational,65,0.5859
reviewer,attainment,51,0.3818
reviewer,liability,50,-0.5859
reviewer,burden,682,-0.5859
reviewer,contagion,85,-0.5267
reviewer,explosive,43,-0.5859
reviewer,claiming,477,-0.29600000000000004
reviewer,shortcoming,204,-0.5267
reviewer,ambivalent,18,-0.2023
reviewer,persuaded,40,0.3818
reviewer,vague,1159,-0.5267
reviewer,clever,471,0.5267
reviewer,overselling,96,-0.5859
reviewer,broken,482,-0.5859
reviewer,cumbersome,103,-0.5267
reviewer,chaotically,2,-0.5859
reviewer,stimulating,278,0.5859
reviewer,dysfunction,505,-0.6369
reviewer,elevate,91,0.3818
reviewer,protective,587,0.5267
reviewer,nontoxic,2,0.5859
reviewer,contradicts,278,-0.3818
reviewer,rigor,488,0.3818
reviewer,approval,109,0.5859
reviewer,sublimation,82,0.3818
reviewer,spiky,13,-0.3818
reviewer,cold,1113,-0.3818
reviewer,simpler,641,0.29600000000000004
reviewer,foster,117,0.5267
reviewer,rough,308,-0.3818
reviewer,safe,288,0.5267
reviewer,stressed,244,-0.5859
reviewer,glum,5,-0.5859
reviewer,afterglow,74,0.3818
reviewer,deserved,43,0.5267
reviewer,praised,9,0.6369
reviewer,vital,244,0.6369
reviewer,decisive,104,0.5859
reviewer,virtue,69,0.5859
reviewer,retraction,107,-0.6369
reviewer,appeal,321,0.29600000000000004
reviewer,reminded,43,0.2023
reviewer,fashionable,10,0.29600000000000004
reviewer,desire,102,0.3818
reviewer,tentative,92,-0.2023
reviewer,remember,181,0.2023
reviewer,refuse,27,-0.5859
reviewer,opportunity,1009,0.5859
reviewer,pollution,268,-0.6369
reviewer,intuitive,883,0.3818
reviewer,vulnerabilities,58,-0.5267
reviewer,fire,945,-0.29600000000000004
reviewer,acknowledging,249,0.3818
reviewer,burning,172,-0.5267
reviewer,obstructive,12,-0.5859
reviewer,epidemic,271,-0.6369
reviewer,violated,91,-0.6369
reviewer,earnest,14,0.5859
reviewer,exceeded,92,0.5267
reviewer,provoking,108,-0.3818
reviewer,rogue,34,-0.5859
reviewer,restore,286,0.5267
reviewer,hacker,6,-0.3818
reviewer,spurious,238,-0.6369
reviewer,inspiring,69,0.6369
reviewer,fake,142,-0.6369
reviewer,silence,103,-0.29600000000000004
reviewer,repression,547,-0.5859
reviewer,economical,50,0.3818
reviewer,gaining,117,0.29600000000000004
reviewer,purity,650,0.5859
reviewer,frankly,127,-0.2023
reviewer,undesired,76,-0.5859
reviewer,queen,51,0.29600000000000004
reviewer,progressive,273,0.3818
reviewer,objection,120,-0.3818
reviewer,receptive,272,0.3818
reviewer,thoroughness,79,0.5859
reviewer,garbled,16,-0.6369
reviewer,compensates,35,0.3818
reviewer,enhancement,1393,0.3818
reviewer,milestone,105,0.5859
reviewer,flatter,23,-0.29600000000000004
reviewer,weird,179,-0.3818
reviewer,remind,179,0.2023
reviewer,sanity,33,-0.29600000000000004
reviewer,familiarity,57,0.3818
reviewer,simplistic,280,-0.5859
reviewer,excitatory,542,0.3818
reviewer,apologize,596,-0.3818
reviewer,cautiously,60,0.2023
reviewer,excitability,243,-0.29600000000000004
reviewer,delayed,626,-0.3818
reviewer,glad,325,0.5859
reviewer,quirk,6,0.2023
reviewer,antagonism,107,-0.5859
reviewer,promotes,1170,0.5267
reviewer,sparks,19,0.3818
reviewer,goodness,119,0.5267
reviewer,favour,219,0.29600000000000004
reviewer,critically,569,-0.29600000000000004
reviewer,genuine,188,0.5859
reviewer,attuned,8,0.3818
reviewer,manipulable,2,-0.5267
reviewer,touching,44,0.5859
reviewer,lingering,77,-0.3818
reviewer,mismatch,587,-0.5267
reviewer,stagnant,36,-0.5859
reviewer,instability,733,-0.6369
reviewer,inferior,177,-0.6369
reviewer,rising,182,0.3818
reviewer,fluttering,2,0.2023
reviewer,spiraling,6,-0.5859
reviewer,puzzle,115,0.2023
reviewer,fabricating,70,-0.6369
reviewer,mystery,89,0.2023
reviewer,spontaneous,948,0.3818
reviewer,bright,403,0.5859
reviewer,brightness,213,0.3818
reviewer,trafficking,677,-0.6808
reviewer,bolster,142,0.3818
reviewer,impede,84,-0.5267
reviewer,success,889,0.6369
reviewer,penalize,18,-0.5859
reviewer,vicious,11,-0.6808
reviewer,attracting,79,0.3818
reviewer,alarm,78,-0.5267
reviewer,exhausted,132,-0.6369
reviewer,feeble,6,-0.6369
reviewer,intriguingly,124,0.3818
reviewer,poorer,129,-0.5267
reviewer,dubious,103,-0.5859
reviewer,isolation,912,-0.5859
reviewer,deleterious,370,-0.6369
reviewer,conundrum,67,-0.29600000000000004
reviewer,unconvincing,273,-0.5859
reviewer,weakest,147,-0.6369
reviewer,protection,1194,0.3818
reviewer,facilitates,364,0.3818
reviewer,obstruction,28,-0.5859
reviewer,necrosis,127,-0.6369
reviewer,explorative,12,0.3818
reviewer,agile,2,0.5267
reviewer,approve,48,0.5267
reviewer,evoked,542,0.2023
reviewer,renewal,222,0.3818
reviewer,honor,5,0.5859
reviewer,pleasure,192,0.6369
reviewer,brilliant,55,0.6369
reviewer,sincerely,463,0.5267
reviewer,acclaimed,10,0.6369
reviewer,noticeable,198,0.2023
reviewer,distorted,197,-0.5859
reviewer,distortion,340,-0.5859
reviewer,abandon,26,-0.6369
reviewer,confuses,98,-0.3818
reviewer,faulty,31,-0.6369
reviewer,instructive,225,0.5267
reviewer,achieving,456,0.5859
reviewer,pathological,488,-0.6369
reviewer,unbiased,563,0.6369
reviewer,tackle,232,0.2023
reviewer,mitigation,443,0.3818
reviewer,underdeveloped,86,-0.6369
reviewer,flooding,211,-0.6369
reviewer,flood,375,-0.5859
reviewer,overestimate,170,-0.5267
reviewer,surge,95,0.3818
reviewer,injury,1408,-0.6369
reviewer,compromise,242,-0.2023
reviewer,damaged,349,-0.6369
reviewer,complications,163,-0.5859
reviewer,minimize,322,-0.29600000000000004
reviewer,inflamed,134,-0.5267
reviewer,naive,418,-0.5267
reviewer,provocative,150,0.29600000000000004
reviewer,diagnosed,159,-0.3818
reviewer,withdrawal,177,-0.5267
reviewer,convince,558,0.29600000000000004
reviewer,unmet,45,-0.5267
reviewer,illuminating,111,0.6369
reviewer,invasive,656,-0.6369
reviewer,objections,141,-0.5267
reviewer,abolish,120,-0.6369
reviewer,cultured,990,0.5859
reviewer,plenty,256,0.3818
reviewer,annihilate,16,-0.6808
reviewer,upturn,24,0.3818
reviewer,puzzled,247,-0.29600000000000004
reviewer,enrich,208,0.5267
reviewer,soft,882,0.29600000000000004
reviewer,persuasive,143,0.5267
reviewer,congratulate,459,0.6369
reviewer,stimulates,207,0.3818
reviewer,inhibits,938,-0.5267
reviewer,lapse,166,-0.3818
reviewer,waste,213,-0.6369
reviewer,humanity,11,0.5267
reviewer,sustainable,186,0.5859
reviewer,depletion,2470,-0.5859
reviewer,growing,1139,0.29600000000000004
reviewer,oversimplification,75,-0.5859
reviewer,subjective,533,-0.29600000000000004
reviewer,declining,136,-0.5267
reviewer,obsolete,49,-0.6369
reviewer,benign,175,0.5267
reviewer,hesitant,49,-0.3818
reviewer,unrealistic,207,-0.5859
reviewer,sludge,20,-0.5859
reviewer,inadequate,361,-0.6369
reviewer,withdrawn,26,-0.5267
reviewer,pristine,286,0.6369
reviewer,polluted,33,-0.6369
reviewer,consuming,234,-0.3818
reviewer,commendation,8,0.5859
reviewer,declines,245,-0.3818
reviewer,disparities,51,-0.5859
reviewer,contributor,154,0.5267
reviewer,united,236,0.5267
reviewer,emergency,53,-0.5267
reviewer,stagnated,4,-0.5859
reviewer,unwanted,132,-0.6369
reviewer,concede,57,-0.29600000000000004
reviewer,save,143,0.29600000000000004
reviewer,misfit,57,-0.5859
reviewer,illustrative,145,0.29600000000000004
reviewer,expectation,534,0.29600000000000004
reviewer,apprehensions,1,-0.5267
reviewer,extinction,888,-0.6369
reviewer,stabilising,55,0.3818
reviewer,reminiscent,184,0.29600000000000004
reviewer,accepting,301,0.3818
reviewer,radiates,7,0.3818
reviewer,embrace,16,0.5859
reviewer,superfluous,94,-0.5859
reviewer,fault,803,-0.5267
reviewer,grace,61,0.5267
reviewer,insisted,30,0.2023
reviewer,historic,74,0.5267
reviewer,excellently,35,0.6369
reviewer,undoubtedly,287,0.5859
reviewer,mysterious,72,0.2023
reviewer,complaints,22,-0.5859
reviewer,adversarial,147,-0.5267
reviewer,combat,56,-0.29600000000000004
reviewer,arguing,304,-0.3818
reviewer,meaningfulness,13,0.5859
reviewer,attacks,118,-0.6369
reviewer,averted,18,-0.3818
reviewer,anticipates,13,0.3818
reviewer,deterioration,60,-0.6369
reviewer,striving,4,0.5267
reviewer,danger,76,-0.6369
reviewer,clinging,3,-0.3818
reviewer,unbalanced,103,-0.5859
reviewer,achievement,311,0.5859
reviewer,conducive,57,0.3818
reviewer,encouraging,231,0.5859
reviewer,lightweight,11,0.2023
reviewer,adaptability,31,0.5267
reviewer,heated,174,-0.5267
reviewer,repair,1633,0.3818
reviewer,compromises,83,-0.29600000000000004
reviewer,amelioration,29,0.5859
reviewer,notoriously,184,-0.6369
reviewer,ameliorate,72,0.5859
reviewer,stellar,46,0.6369
reviewer,hindered,106,-0.5859
reviewer,competently,47,0.3818
reviewer,vouch,7,0.2023
reviewer,decays,158,-0.5859
reviewer,attracted,142,0.5267
reviewer,decaying,70,-0.6369
reviewer,outgoing,68,0.5859
reviewer,underestimates,70,-0.5267
reviewer,holistic,61,0.3818
reviewer,breakup,67,-0.6369
reviewer,staggering,15,-0.6369
reviewer,temper,93,-0.3818
reviewer,featureless,26,-0.5859
reviewer,forced,422,-0.6369
reviewer,experiencing,120,0.2023
reviewer,compensated,187,0.2023
reviewer,dominates,183,-0.29600000000000004
reviewer,inhibiting,615,-0.5267
reviewer,uplift,150,0.5859
reviewer,fulfil,38,0.3818
reviewer,disappointment,49,-0.5859
reviewer,fulfilled,77,0.6369
reviewer,rigour,56,0.5859
reviewer,sacrificing,33,-0.29600000000000004
reviewer,countless,33,0.2023
reviewer,careless,39,-0.6369
reviewer,reflections,196,0.2023
reviewer,spirit,105,0.29600000000000004
reviewer,succeeded,95,0.5859
reviewer,peculiar,167,-0.29600000000000004
reviewer,controversy,215,-0.5267
reviewer,rationalize,149,-0.29600000000000004
reviewer,enthusiastic,191,0.6369
reviewer,rebut,27,-0.3818
reviewer,supple,81,0.3818
reviewer,healing,518,0.5859
reviewer,wound,483,-0.5859
reviewer,respectfully,168,0.3818
reviewer,responsive,1070,0.5267
reviewer,disruption,598,-0.5267
reviewer,defective,595,-0.6369
reviewer,facilitating,206,0.3818
reviewer,promoting,784,0.5267
reviewer,impair,182,-0.5859
reviewer,rewarding,54,0.5859
reviewer,aversive,109,-0.6369
reviewer,abuse,40,-0.6369
reviewer,reward,1323,0.5859
reviewer,aversion,100,-0.6369
reviewer,addiction,83,-0.6369
reviewer,pain,594,-0.6369
reviewer,fix,538,0.29600000000000004
reviewer,laudable,79,0.6369
reviewer,donating,37,0.5859
reviewer,withdrawing,43,-0.5267
reviewer,oversold,48,-0.5859
reviewer,diligently,39,0.5859
reviewer,fulfilling,30,0.5859
reviewer,resolving,351,0.3818
reviewer,clashes,81,-0.6369
reviewer,clash,60,-0.5859
reviewer,chimeric,267,-0.3818
reviewer,exacerbated,100,-0.5859
reviewer,expelled,21,-0.6369
reviewer,dedicate,38,0.5859
reviewer,diminishes,134,-0.5859
reviewer,inclusive,82,0.5859
reviewer,interrupt,23,-0.3818
reviewer,colleague,30,0.29600000000000004
reviewer,wished,31,0.29600000000000004
reviewer,closeness,47,0.3818
reviewer,unhappy,13,-0.5859
reviewer,opportune,5,0.5859
reviewer,ample,132,0.3818
reviewer,parasites,256,-0.6369
reviewer,extinct,168,-0.6369
reviewer,lose,369,-0.5859
reviewer,predator,360,-0.6369
reviewer,tricky,179,-0.3818
reviewer,ideal,954,0.5859
reviewer,resilience,260,0.5859
reviewer,engaged,214,0.5859
reviewer,feeling,373,0.2023
reviewer,partner,418,0.29600000000000004
reviewer,tackles,107,0.29600000000000004
reviewer,regrettably,42,-0.5859
reviewer,contradicted,59,-0.3818
reviewer,crude,211,-0.5859
reviewer,tedious,80,-0.5859
reviewer,overcame,20,0.5859
reviewer,reacted,61,-0.2023
reviewer,unites,14,0.5267
reviewer,brilliantly,5,0.6369
reviewer,revolutionize,16,0.6369
reviewer,venture,13,0.29600000000000004
reviewer,foundational,68,0.3818
reviewer,cornerstone,49,0.5859
reviewer,grating,219,-0.5859
reviewer,reciprocity,166,0.3818
reviewer,motivations,98,0.29600000000000004
reviewer,abolished,228,-0.6369
reviewer,overloaded,34,-0.5267
reviewer,apologise,101,-0.29600000000000004
reviewer,pivotal,116,0.6369
reviewer,dampened,98,-0.3818
reviewer,reluctant,66,-0.5267
reviewer,facilitator,9,0.3818
reviewer,elusive,249,-0.3818
reviewer,sweeping,106,-0.29600000000000004
reviewer,sophistication,33,0.5267
reviewer,unsophisticated,5,-0.5267
reviewer,convalescent,49,0.3818
reviewer,struggling,110,-0.5859
reviewer,excite,141,0.5859
reviewer,happier,15,0.5267
reviewer,sensible,281,0.3818
reviewer,respects,114,0.5859
reviewer,smeared,35,-0.5859
reviewer,degrades,61,-0.6369
reviewer,warmly,35,0.5859
reviewer,awesome,15,0.6369
reviewer,overhaul,34,-0.2023
reviewer,richest,9,0.5859
reviewer,guaranteed,109,0.3818
reviewer,treat,589,0.3818
reviewer,inconsequential,23,-0.5267
reviewer,underrate,1,-0.5859
reviewer,credibility,142,0.5267
reviewer,adversely,41,-0.6369
reviewer,workable,15,0.29600000000000004
reviewer,distract,55,-0.3818
reviewer,yielding,237,-0.29600000000000004
reviewer,unsuitable,117,-0.5859
